year,state_name,parameter_name,arithmetic_mean_average
2015,Connecticut,PM2.5 - Local Conditions,8.26535460638298
2003,Wyoming,Nitrogen dioxide (NO2),8.262086
1993,Michigan,Sulfur dioxide,8.2552375125000026
2001,Arizona,PM2.5 - Local Conditions,8.2545622105263128
1990,Oregon,Sulfur dioxide,8.250526
2010,Wisconsin,Nitrogen dioxide (NO2),8.2469488333333327
2008,New Hampshire,PM2.5 - Local Conditions,8.2408414999999948
2010,Massachusetts,PM2.5 - Local Conditions,8.2407991499999991
2016,North Carolina,PM2.5 - Local Conditions,8.2290077148760439
2014,Alaska,Sulfur dioxide,8.2270038
1996,Virginia,Sulfur dioxide,8.21797830952381
2017,Mississippi,PM2.5 - Local Conditions,8.21717129411765
2004,South Dakota,PM2.5 - Local Conditions,8.2167088181818144
2014,Mississippi,Nitrogen dioxide (NO2),8.2166745
2001,Arizona,Sulfur dioxide,8.2150890500000031
2009,New Hampshire,PM2.5 - Local Conditions,8.2120807800000044
2009,Minnesota,PM2.5 - Local Conditions,8.2106715238095234
2019,District Of Columbia,PM2.5 - Local Conditions,8.209780977777779
2019,Louisiana,PM2.5 - Local Conditions,8.2048860183486223
2001,Wyoming,PM2.5 - Local Conditions,8.2042070999999961
2013,Alaska,Sulfur dioxide,8.2032764
2016,Mississippi,PM2.5 - Local Conditions,8.198909200000001
2017,Kentucky,PM2.5 - Local Conditions,8.197260295081966
2014,Virginia,PM2.5 - Local Conditions,8.1925730952380924
1989,Mississippi,Sulfur dioxide,8.190883375
2012,Massachusetts,PM2.5 - Local Conditions,8.1877188947368467
2002,Colorado,PM2.5 - Local Conditions,8.1876054782608687
1997,New York,Sulfur dioxide,8.1855043017241336
2012,South Dakota,Nitrogen dioxide (NO2),8.1822872
2003,South Dakota,PM2.5 - Local Conditions,8.1812838333333335
1983,Mississippi,Sulfur dioxide,8.179946625
1987,Wisconsin,Sulfur dioxide,8.1768662499999909
2001,South Dakota,PM2.5 - Local Conditions,8.1741738181818153
2017,Missouri,PM2.5 - Local Conditions,8.1688576608695627
2017,New Jersey,PM2.5 - Local Conditions,8.1670934039408873
1994,New Mexico,Sulfur dioxide,8.1648287954545431
2004,Colorado,PM2.5 - Local Conditions,8.160900818181819
2012,Connecticut,PM2.5 - Local Conditions,8.1577972307692317
2020,Alabama,PM2.5 - Local Conditions,8.1558877887323966
2006,South Dakota,PM2.5 - Local Conditions,8.152491300000003
2014,Wisconsin,PM2.5 - Local Conditions,8.14847625
2009,Nebraska,PM2.5 - Local Conditions,8.1462649701492538
1994,New Hampshire,Sulfur dioxide,8.144523454545455
2019,Kentucky,PM2.5 - Local Conditions,8.13662147717842
2004,Arizona,PM2.5 - Local Conditions,8.1329498571428545
2017,West Virginia,PM2.5 - Local Conditions,8.1323831340206265
2019,Oklahoma,PM2.5 - Local Conditions,8.1320936614173274
2020,Michigan,PM2.5 - Local Conditions,8.1249144519230736
2015,Virginia,PM2.5 - Local Conditions,8.1238153759398486
1995,Iowa,Sulfur dioxide,8.1237343281250052
2019,Michigan,PM2.5 - Local Conditions,8.1229008730964463
2012,Oregon,PM2.5 - Local Conditions,8.11549282539683
2001,Delaware,Sulfur dioxide,8.115205375
2000,Tennessee,Sulfur dioxide,8.113084330357152
2021,South Carolina,PM2.5 - Local Conditions,8.109539864000002
2018,Iowa,PM2.5 - Local Conditions,8.1085130295858043
1986,Florida,Sulfur dioxide,8.1058114767441829
1986,South Dakota,Nitrogen dioxide (NO2),8.1004664
2020,Kansas,PM2.5 - Local Conditions,8.1001538852459056
2020,Ohio,PM2.5 - Local Conditions,8.10007499999998
2015,Washington,PM2.5 - Local Conditions,8.0985341962962849
2012,Alaska,PM2.5 - Local Conditions,8.0842528828125015
2019,West Virginia,PM2.5 - Local Conditions,8.08078530927835
2000,South Dakota,PM2.5 - Local Conditions,8.0792428181818163
2015,North Carolina,PM2.5 - Local Conditions,8.0778342121212159
2014,Oregon,PM2.5 - Local Conditions,8.07481097247706
2022,Florida,PM2.5 - Local Conditions,8.07195916326531
1995,Tennessee,Sulfur dioxide,8.0694310411764683
2013,Virginia,PM2.5 - Local Conditions,8.06893718181819
2013,Arizona,PM2.5 - Local Conditions,8.065945769230769
2017,Oklahoma,PM2.5 - Local Conditions,8.05906191964286
1991,New Mexico,Nitrogen dioxide (NO2),8.0527292499999987
2018,Kansas,PM2.5 - Local Conditions,8.05270776388889
2004,Minnesota,PM2.5 - Local Conditions,8.0484279600000086
1982,New Mexico,Nitrogen dioxide (NO2),8.0437330000000014
2007,Oregon,PM2.5 - Local Conditions,8.0423749999999981
2018,Georgia,PM2.5 - Local Conditions,8.038713422727275
2000,Virginia,Sulfur dioxide,8.0380224772727242
2001,Tennessee,Sulfur dioxide,8.0304503043478253
2018,Kansas,Nitrogen dioxide (NO2),8.0246411
2000,Delaware,Sulfur dioxide,8.0232198125
2022,Alabama,PM2.5 - Local Conditions,8.0221915842696649
2017,Kansas,Nitrogen dioxide (NO2),8.0216244
2002,Hawaii,Nitrogen dioxide (NO2),8.02040575
1982,Iowa,Sulfur dioxide,8.0186492954545461
2001,Rhode Island,Sulfur dioxide,8.0119514999999986
2014,Nebraska,PM2.5 - Local Conditions,8.0079706449275321
1996,Washington,Sulfur dioxide,8.0053093333333312
2012,Mississippi,Nitrogen dioxide (NO2),7.9888119999999994
2016,Arizona,PM2.5 - Local Conditions,7.9887642466367721
2000,Virgin Islands,PM2.5 - Local Conditions,7.9869699999999995
2020,Nevada,PM2.5 - Local Conditions,7.9848501761904807
2016,Missouri,PM2.5 - Local Conditions,7.9848006260869644
2020,Arkansas,PM2.5 - Local Conditions,7.9833468235294109
2020,Iowa,PM2.5 - Local Conditions,7.9824125989847659
2017,Michigan,PM2.5 - Local Conditions,7.9776390240384645
2009,New Hampshire,Sulfur dioxide,7.9771681666666669
2013,Connecticut,PM2.5 - Local Conditions,7.9742559166666718
2015,South Carolina,PM2.5 - Local Conditions,7.97311023076923
1982,Mississippi,Sulfur dioxide,7.969736000000001
2009,Mississippi,Nitrogen dioxide (NO2),7.9681165000000007
2016,Michigan,PM2.5 - Local Conditions,7.9675051490384634
2020,Pennsylvania,PM2.5 - Local Conditions,7.9672900468468431
2013,Mississippi,Nitrogen dioxide (NO2),7.9662465000000005
2001,Oregon,PM2.5 - Local Conditions,7.9658092222222221
2018,New Jersey,PM2.5 - Local Conditions,7.9651202254901916
2015,Montana,PM2.5 - Local Conditions,7.9631757283950648
2018,West Virginia,PM2.5 - Local Conditions,7.9602247319587631
2020,Vermont,PM10 Total 0-10um STP,7.953382
2003,New Mexico,PM2.5 - Local Conditions,7.9531476250000015
2018,Arizona,PM2.5 - Local Conditions,7.95220062706271
2018,Alaska,PM2.5 - Local Conditions,7.945261115606935
1995,New Mexico,Sulfur dioxide,7.9451148055555558
1998,Virginia,Sulfur dioxide,7.940644863636364
2007,South Dakota,PM2.5 - Local Conditions,7.937165000000002
2018,Virgin Islands,PM2.5 - Local Conditions,7.9354876153846146
2015,Oklahoma,PM2.5 - Local Conditions,7.9266806857142855
1989,Florida,Sulfur dioxide,7.9256223090909064
2019,Oregon,PM2.5 - Local Conditions,7.917599249999995
1995,Maine,Sulfur dioxide,7.9109772777777794
2011,Florida,PM2.5 - Local Conditions,7.9078872142857142
2012,Nevada,PM2.5 - Local Conditions,7.9078754495412857
2022,Oklahoma,PM2.5 - Local Conditions,7.9064566776859486
2019,New Jersey,PM2.5 - Local Conditions,7.9045490490196055
2014,Alaska,PM2.5 - Local Conditions,7.9044548457142865
2009,Rhode Island,PM2.5 - Local Conditions,7.9010940000000005
2004,Maryland,Sulfur dioxide,7.900938
1997,Iowa,Sulfur dioxide,7.899948144736844
1986,South Carolina,Nitrogen dioxide (NO2),7.8926176666666681
2017,Iowa,Nitrogen dioxide (NO2),7.8882538333333336
2022,Kentucky,PM2.5 - Local Conditions,7.8826316666666658
2015,New York,PM2.5 - Local Conditions,7.8796610486486509
2008,Montana,PM2.5 - Local Conditions,7.8784487031700206
2017,Utah,PM2.5 - Local Conditions,7.8773967325301193
2003,Oregon,PM2.5 - Local Conditions,7.8719558000000021
2020,Kentucky,PM2.5 - Local Conditions,7.8682725600000021
2021,New Mexico,PM2.5 - Local Conditions,7.8669063925233669
1993,Vermont,Sulfur dioxide,7.86642575
2000,Colorado,PM2.5 - Local Conditions,7.8560666
1989,Alaska,Nitrogen dioxide (NO2),7.852143
2019,Iowa,PM2.5 - Local Conditions,7.8505392361809045
2014,Arizona,PM2.5 - Local Conditions,7.8415742570093432
2020,Louisiana,PM2.5 - Local Conditions,7.8414553211009173
1997,Massachusetts,Sulfur dioxide,7.8381968999999971
2004,Idaho,Sulfur dioxide,7.8339839166666678
2019,California,PM2.5 - Local Conditions,7.8319837958412135
1998,North Dakota,Nitrogen dioxide (NO2),7.83142375
2001,Illinois,Sulfur dioxide,7.8290883437500032
2018,Wisconsin,PM2.5 - Local Conditions,7.8285877736625569
2021,Puerto Rico,Nitrogen dioxide (NO2),7.8236550000000005
2019,Kansas,PM2.5 - Local Conditions,7.8145255189873426
2011,Minnesota,PM2.5 - Local Conditions,7.8139078857142854
2009,Montana,PM2.5 - Local Conditions,7.80939123076923
1998,New York,Sulfur dioxide,7.8044896551724143
2008,Vermont,PM2.5 - Local Conditions,7.803659999999998
2017,South Carolina,PM2.5 - Local Conditions,7.7967970000000006
2003,Canada,PM2.5 - Local Conditions,7.7944445000000009
2001,New York,Sulfur dioxide,7.7883973833333364
1995,Hawaii,Nitrogen dioxide (NO2),7.7869835
2013,Maine,PM2.5 - Local Conditions,7.78693767857143
2016,Hawaii,PM2.5 - Local Conditions,7.7837794245810095
2018,Iowa,Nitrogen dioxide (NO2),7.7812748333333337
2006,Canada,PM2.5 - Local Conditions,7.7808459999999995
2010,Florida,PM2.5 - Local Conditions,7.7720441072664341
2011,Wisconsin,Nitrogen dioxide (NO2),7.7707931666666674
2012,Minnesota,PM2.5 - Local Conditions,7.7666175749999908
2018,Puerto Rico,PM2.5 - Local Conditions,7.7651415714285719
2016,Idaho,PM2.5 - Local Conditions,7.7621857959183664
2013,South Dakota,PM2.5 - Local Conditions,7.76125155696203
1991,Wisconsin,Sulfur dioxide,7.7586256250000005
2016,Oklahoma,PM2.5 - Local Conditions,7.7544975446428559
2015,Kansas,PM2.5 - Local Conditions,7.7520435454545469
2010,Rhode Island,PM2.5 - Local Conditions,7.7501859454545476
2020,Colorado,PM2.5 - Local Conditions,7.7474875144508673
2021,Nebraska,PM2.5 - Local Conditions,7.7467411948051961
2010,Rhode Island,Nitrogen dioxide (NO2),7.7448739999999994
2000,Missouri,Sulfur dioxide,7.7437417767857166
2021,North Carolina,PM2.5 - Local Conditions,7.7383495869565246
2000,Massachusetts,Sulfur dioxide,7.7376470178571415
2022,Mississippi,Nitrogen dioxide (NO2),7.7368165
2010,North Dakota,PM2.5 - Local Conditions,7.7342745538461548
1992,Michigan,Sulfur dioxide,7.7334768863636407
2001,Hawaii,Sulfur dioxide,7.7320515416666655
1999,Nevada,PM2.5 - Local Conditions,7.7293899090909077
2013,Wisconsin,PM2.5 - Local Conditions,7.7266861249999987
2016,Maryland,PM2.5 - Local Conditions,7.7223305477706994
1990,Puerto Rico,Sulfur dioxide,7.7212055625000007
2015,Alaska,Sulfur dioxide,7.7211881999999985
2000,Wyoming,PM2.5 - Local Conditions,7.7210741250000012
2010,Minnesota,PM2.5 - Local Conditions,7.7190587499999967
1994,Utah,Sulfur dioxide,7.71437203846154
2003,Hawaii,Nitrogen dioxide (NO2),7.711929
2016,Delaware,PM2.5 - Local Conditions,7.7088706744186055
2021,Louisiana,PM2.5 - Local Conditions,7.7047549482758626
2004,Mississippi,Nitrogen dioxide (NO2),7.7033016666666656
1992,Vermont,Sulfur dioxide,7.702700375
1993,Texas,Sulfur dioxide,7.7015441666666682
1996,Massachusetts,Sulfur dioxide,7.69534442857143
2017,Kansas,PM2.5 - Local Conditions,7.6944433258426956
2022,Missouri,PM2.5 - Local Conditions,7.6907432432432437
1986,Utah,Sulfur dioxide,7.6853506666666673
2021,Minnesota,PM2.5 - Local Conditions,7.6848751326530653
2022,South Carolina,PM2.5 - Local Conditions,7.6821606132075466
2002,Puerto Rico,PM2.5 - Local Conditions,7.6816950714285719
2015,Nebraska,PM2.5 - Local Conditions,7.6774840111111118
2021,Massachusetts,PM2.5 - Local Conditions,7.677022180904526
2021,Delaware,PM2.5 - Local Conditions,7.6744338450704248
2020,Utah,PM2.5 - Local Conditions,7.6726518076923051
2001,Nevada,PM2.5 - Local Conditions,7.66394733333333
2002,Alaska,PM2.5 - Local Conditions,7.6633608888888887
2004,Rhode Island,Sulfur dioxide,7.66283525
2020,Mississippi,Nitrogen dioxide (NO2),7.6627257500000008
1986,Colorado,Sulfur dioxide,7.6601610624999976
1998,New Mexico,Sulfur dioxide,7.6596256999999994
2010,South Dakota,PM2.5 - Local Conditions,7.6566080416666678
2004,Nevada,PM2.5 - Local Conditions,7.6540907000000011
2018,Maine,Nitrogen dioxide (NO2),7.6532033333333347
2017,Florida,PM2.5 - Local Conditions,7.65210047035573
2007,New Hampshire,Sulfur dioxide,7.65200475
2017,Tennessee,PM2.5 - Local Conditions,7.6504310146520158
2021,Virginia,PM2.5 - Local Conditions,7.6472592215909083
2013,New York,PM2.5 - Local Conditions,7.6389358695652181
2017,Maryland,PM2.5 - Local Conditions,7.6376915669291323
2004,Tennessee,Sulfur dioxide,7.6368350000000023
2006,Indiana,Sulfur dioxide,7.6327319249999963
2002,South Dakota,PM2.5 - Local Conditions,7.6302286363636362
1993,Hawaii,Sulfur dioxide,7.6244040454545434
2006,Colorado,PM2.5 - Local Conditions,7.620696681818182
2020,Tennessee,PM2.5 - Local Conditions,7.6174780466101639
2018,Utah,PM2.5 - Local Conditions,7.6148759767441891
2008,Florida,PM2.5 - Local Conditions,7.6146599325842672
2017,North Carolina,PM2.5 - Local Conditions,7.6134652330508468
1997,Alabama,Sulfur dioxide,7.612628833333333
2011,Montana,PM2.5 - Local Conditions,7.610641151603498
1998,Alabama,Sulfur dioxide,7.6100505000000016
2019,North Carolina,PM2.5 - Local Conditions,7.6054667598425185
2004,New Hampshire,Sulfur dioxide,7.6017809999999981
1995,Virginia,Sulfur dioxide,7.6014409523809521
2018,Tennessee,PM2.5 - Local Conditions,7.59758343055555
2021,North Dakota,PM2.5 - Local Conditions,7.5884804583333354
2022,Montana,PM2.5 - Local Conditions,7.5876765000000033
2004,Delaware,Sulfur dioxide,7.580390062500002
1997,Hawaii,Sulfur dioxide,7.5794573500000011
1997,North Carolina,Sulfur dioxide,7.5791847954545437
1996,Michigan,Sulfur dioxide,7.5782897205882351
1996,New Jersey,Sulfur dioxide,7.5746278666666687
2008,South Dakota,PM2.5 - Local Conditions,7.5738079999999988
2017,Maine,Nitrogen dioxide (NO2),7.5727013333333337
2000,Michigan,Sulfur dioxide,7.5701885454545454
2006,Ohio,Sulfur dioxide,7.5665314758064541
2008,Missouri,Sulfur dioxide,7.56375951724138
2003,Colorado,PM2.5 - Local Conditions,7.5621619714285719
2014,Minnesota,PM2.5 - Local Conditions,7.5607117601626044
2015,Wisconsin,PM2.5 - Local Conditions,7.553938208333336
2017,Nebraska,PM2.5 - Local Conditions,7.5536514193548383
2014,Nevada,PM2.5 - Local Conditions,7.5438384257812494
2018,Nebraska,PM2.5 - Local Conditions,7.5437964516129039
2015,Virgin Islands,PM2.5 - Local Conditions,7.542857
2014,Maine,Nitrogen dioxide (NO2),7.5365366666666667
1980,Iowa,Sulfur dioxide,7.5356226521739114
2010,Puerto Rico,PM2.5 - Local Conditions,7.5331440000000018
1984,Puerto Rico,Sulfur dioxide,7.5323124166666666
2000,Rhode Island,Sulfur dioxide,7.5234755000000009
2020,New Jersey,PM2.5 - Local Conditions,7.521592969849249
1988,Minnesota,Sulfur dioxide,7.5214513928571431
1995,Massachusetts,Sulfur dioxide,7.5184010714285714
1995,Rhode Island,Sulfur dioxide,7.51805875
1985,Oregon,Sulfur dioxide,7.500085666666668
2009,Nevada,PM2.5 - Local Conditions,7.4915168333333337
1986,Louisiana,Sulfur dioxide,7.4897101666666686
2012,Rhode Island,PM2.5 - Local Conditions,7.4886315230769211
1985,Colorado,Sulfur dioxide,7.4883104166666667
2012,Wisconsin,Nitrogen dioxide (NO2),7.4882903333333344
1999,Massachusetts,Sulfur dioxide,7.4751986562500017
1988,North Carolina,Sulfur dioxide,7.4719844166666647
2014,New York,PM2.5 - Local Conditions,7.4692202275449118
2018,Hawaii,Nitrogen dioxide (NO2),7.4646887500000005
2019,Delaware,PM2.5 - Local Conditions,7.4637382957746494
2021,South Dakota,PM2.5 - Local Conditions,7.4609090531914894
2001,Virginia,Sulfur dioxide,7.457317659090906
2020,Florida,PM2.5 - Local Conditions,7.455428620689653
1987,Florida,Sulfur dioxide,7.4542154901960753
2019,South Carolina,PM2.5 - Local Conditions,7.4536569905660395
1999,Colorado,PM2.5 - Local Conditions,7.4507112105263182
1992,Florida,Sulfur dioxide,7.44943842592593
2000,Canada,PM2.5 - Local Conditions,7.44375
2011,Missouri,Sulfur dioxide,7.4396591428571419
2012,Utah,PM2.5 - Local Conditions,7.4389801518987317
1980,Louisiana,Sulfur dioxide,7.4356963749999991
2008,Wyoming,Nitrogen dioxide (NO2),7.4349334999999988
1997,North Dakota,Nitrogen dioxide (NO2),7.4311510833333339
2016,Nevada,PM2.5 - Local Conditions,7.4299745906432832
1992,Mississippi,Sulfur dioxide,7.4273239375000006
2019,Tennessee,PM2.5 - Local Conditions,7.4202637295081946
2016,Iowa,PM2.5 - Local Conditions,7.4185257176470616
2005,Colorado,PM2.5 - Local Conditions,7.4139408749999971
2022,Texas,PM2.5 - Local Conditions,7.4135757804878057
1998,Connecticut,Sulfur dioxide,7.4122477115384608
2018,Colorado,PM2.5 - Local Conditions,7.412023492307692
2021,Connecticut,PM2.5 - Local Conditions,7.4114763939393935
2018,North Carolina,PM2.5 - Local Conditions,7.4099011869918714
2002,Nevada,PM2.5 - Local Conditions,7.4083244
2006,Idaho,PM2.5 - Local Conditions,7.4069144375
2006,Virgin Islands,PM2.5 - Local Conditions,7.4059896666666667
1991,Louisiana,Sulfur dioxide,7.401146999999999
2019,Wisconsin,PM2.5 - Local Conditions,7.3997561621621628
2006,Delaware,Sulfur dioxide,7.3898106249999982
2003,Tennessee,Sulfur dioxide,7.3889844342105278
2017,Delaware,PM2.5 - Local Conditions,7.3889844069767419
1988,Montana,Nitrogen dioxide (NO2),7.387424125
2011,Vermont,PM2.5 - Local Conditions,7.3861454
1991,Hawaii,Sulfur dioxide,7.3853830909090918
2008,Colorado,PM2.5 - Local Conditions,7.3834575789473691
2021,Florida,PM2.5 - Local Conditions,7.3727211574803135
2010,Arizona,PM2.5 - Local Conditions,7.3634265828571452
2005,New Hampshire,Sulfur dioxide,7.3625016875000018
1999,Idaho,Sulfur dioxide,7.3553143333333333
1980,Mississippi,Sulfur dioxide,7.34990240909091
2002,Tennessee,Sulfur dioxide,7.348492260869568
2017,Iowa,PM2.5 - Local Conditions,7.3443731999999988
2014,Washington,PM2.5 - Local Conditions,7.3431382666666707
2022,Iowa,PM2.5 - Local Conditions,7.34242316190476
1999,Virginia,Sulfur dioxide,7.3413081818181807
2009,Florida,PM2.5 - Local Conditions,7.3410989667673636
1999,North Dakota,PM2.5 - Local Conditions,7.3314668571428578
2011,New Hampshire,PM2.5 - Local Conditions,7.3301638089887629
2021,Rhode Island,PM2.5 - Local Conditions,7.3265573207547163
2020,Wisconsin,PM2.5 - Local Conditions,7.3264876097561027
2010,New Hampshire,PM2.5 - Local Conditions,7.3255270422535208
2022,Utah,PM2.5 - Local Conditions,7.3221201111111114
2020,South Carolina,Nitrogen dioxide (NO2),7.3210765999999987
2012,South Dakota,PM2.5 - Local Conditions,7.3190015443037986
2021,Washington,PM2.5 - Local Conditions,7.3182558087431691
1993,Florida,Sulfur dioxide,7.3169126339285722
2019,Virgin Islands,PM2.5 - Local Conditions,7.3156233076923076
2013,Minnesota,PM2.5 - Local Conditions,7.3137865147058836
1990,Florida,Sulfur dioxide,7.3102433888888907
2005,Nevada,PM2.5 - Local Conditions,7.3100005
2021,Kansas,Nitrogen dioxide (NO2),7.3092479000000008
2001,Puerto Rico,PM2.5 - Local Conditions,7.3083949333333331
1995,Country Of Mexico,Sulfur dioxide,7.294727
2005,Montana,Nitrogen dioxide (NO2),7.293368
2002,New Mexico,PM2.5 - Local Conditions,7.2891466923076917
2021,Maine,Nitrogen dioxide (NO2),7.28907
2000,Iowa,Nitrogen dioxide (NO2),7.28785025
2008,Pennsylvania,Sulfur dioxide,7.2844579411764672
2018,Delaware,PM2.5 - Local Conditions,7.2810807419354813
2003,Nevada,PM2.5 - Local Conditions,7.2799552499999995
2000,Hawaii,Nitrogen dioxide (NO2),7.27026475
1997,Washington,Sulfur dioxide,7.2690659999999987
1997,New Jersey,Sulfur dioxide,7.267394633333331
1995,Oklahoma,Sulfur dioxide,7.2671376666666667
1991,Mississippi,Sulfur dioxide,7.266273749999999
2000,Nevada,PM2.5 - Local Conditions,7.2653580000000009
2019,Hawaii,Nitrogen dioxide (NO2),7.263558
2012,Florida,PM2.5 - Local Conditions,7.2630444055118177
2002,Puerto Rico,Sulfur dioxide,7.2630090833333334
2021,Maryland,PM2.5 - Local Conditions,7.2605492429906544
2009,Hawaii,Nitrogen dioxide (NO2),7.2575185
2001,Kentucky,Sulfur dioxide,7.2537229833333319
2015,Rhode Island,PM2.5 - Local Conditions,7.2512471384615376
2012,Hawaii,PM2.5 - Local Conditions,7.2502153031914887
2001,Montana,Nitrogen dioxide (NO2),7.2476431428571439
2017,New Mexico,PM2.5 - Local Conditions,7.2463992177419341
1996,New Mexico,Sulfur dioxide,7.2446387250000033
2016,Virginia,PM2.5 - Local Conditions,7.2430459748427634
1995,Michigan,Sulfur dioxide,7.2405656617647045
2007,Montana,Nitrogen dioxide (NO2),7.2392814999999988
2006,Hawaii,Nitrogen dioxide (NO2),7.2332322500000013
2016,New Mexico,PM2.5 - Local Conditions,7.2236058947368367
2017,Virginia,PM2.5 - Local Conditions,7.221359493506494
2013,Massachusetts,PM2.5 - Local Conditions,7.2212574
2008,Arizona,Sulfur dioxide,7.2212309583333321
2018,South Carolina,PM2.5 - Local Conditions,7.2175296696428548
2015,Nevada,PM2.5 - Local Conditions,7.2148694853801185
2002,Delaware,Sulfur dioxide,7.213014
2018,Maryland,PM2.5 - Local Conditions,7.2097905454545428
1999,Arizona,Sulfur dioxide,7.2029786562500018
2013,Wisconsin,Nitrogen dioxide (NO2),7.2013231666666648
1998,New Hampshire,Sulfur dioxide,7.1938602954545434
2010,Vermont,PM2.5 - Local Conditions,7.1859486000000015
2012,New Hampshire,PM2.5 - Local Conditions,7.1831470898876413
1999,Washington,Sulfur dioxide,7.1821948749999995
2006,New Mexico,PM2.5 - Local Conditions,7.18142
2012,Washington,PM2.5 - Local Conditions,7.1800432739726
1999,Connecticut,Sulfur dioxide,7.16869495
2010,Oregon,PM2.5 - Local Conditions,7.1683657391304294
2019,Washington,PM2.5 - Local Conditions,7.1674133437500025
2003,Idaho,PM2.5 - Local Conditions,7.1664791428571419
2016,Alaska,PM2.5 - Local Conditions,7.1661988769230787
1995,New Jersey,Sulfur dioxide,7.1616631500000008
2001,Alaska,PM2.5 - Local Conditions,7.1595085454545462
1980,Alaska,Nitrogen dioxide (NO2),7.14074425
2007,Indiana,Sulfur dioxide,7.1392279482758569
1994,Hawaii,Nitrogen dioxide (NO2),7.1365987499999992
2005,New Mexico,PM2.5 - Local Conditions,7.1356652666666678
1984,Louisiana,Sulfur dioxide,7.134466166666666
2020,South Carolina,PM2.5 - Local Conditions,7.1340742212389374
2014,Maine,PM2.5 - Local Conditions,7.133291020408163
2011,Alaska,PM2.5 - Local Conditions,7.128207432835822
2003,Puerto Rico,PM2.5 - Local Conditions,7.1281781944444456
1988,Florida,Sulfur dioxide,7.1248014897959173
2013,Rhode Island,PM2.5 - Local Conditions,7.1229703275862066
2007,Nevada,PM2.5 - Local Conditions,7.1216258749999977
1997,Michigan,Sulfur dioxide,7.1179860666666661
2010,Hawaii,PM2.5 - Local Conditions,7.1119066710526306
1992,Louisiana,Sulfur dioxide,7.1078219166666692
1981,South Carolina,Sulfur dioxide,7.104879638888888
2015,Vermont,PM2.5 - Local Conditions,7.0989114714285719
2001,Missouri,Sulfur dioxide,7.0918399732142872
2021,Alaska,PM2.5 - Local Conditions,7.0900764637681171
2020,West Virginia,PM2.5 - Local Conditions,7.0872416701030945
2014,Utah,PM2.5 - Local Conditions,7.0852182317880823
2019,Virginia,PM2.5 - Local Conditions,7.0827116530612244
2001,Hawaii,Nitrogen dioxide (NO2),7.0772157500000006
1991,Alaska,Nitrogen dioxide (NO2),7.070649
2000,Arizona,Sulfur dioxide,7.0673954000000014
1991,Florida,Sulfur dioxide,7.0664350612244862
1998,New Jersey,Sulfur dioxide,7.0647296333333305
2001,New Jersey,Sulfur dioxide,7.0582888214285733
2015,Utah,PM2.5 - Local Conditions,7.0558349365671624
2018,Nevada,PM2.5 - Local Conditions,7.0534633136094671
2018,Florida,PM2.5 - Local Conditions,7.0527519433962231
2020,New Mexico,PM2.5 - Local Conditions,7.0492814953271044
1998,Washington,Sulfur dioxide,7.0490246666666661
2005,Hawaii,Nitrogen dioxide (NO2),7.0458817499999995
2019,Florida,PM2.5 - Local Conditions,7.0448378216783221
2004,Arizona,Sulfur dioxide,7.044231541666667
1995,North Dakota,Nitrogen dioxide (NO2),7.0437285714285718
2009,Virgin Islands,PM2.5 - Local Conditions,7.032856999999999
2019,Maryland,PM2.5 - Local Conditions,7.0314291962616808
2021,New York,PM2.5 - Local Conditions,7.026555066666667
2013,Montana,PM2.5 - Local Conditions,7.0252642729885126
2007,Ohio,Sulfur dioxide,7.0249353333333371
1993,North Dakota,Nitrogen dioxide (NO2),7.023723
1998,North Carolina,Sulfur dioxide,7.0215449772727254
2016,Utah,PM2.5 - Local Conditions,7.01792899
2011,South Dakota,Nitrogen dioxide (NO2),7.0033318999999992
1989,Montana,Nitrogen dioxide (NO2),7.0024646250000018
1993,Louisiana,Sulfur dioxide,7.0007180714285715
2015,Minnesota,PM2.5 - Local Conditions,6.99927328486647
2008,Hawaii,PM2.5 - Local Conditions,6.9978659851851859
2012,New Mexico,PM2.5 - Local Conditions,6.9859519454545449
2020,Alaska,PM2.5 - Local Conditions,6.9791105964912283
1996,Iowa,Sulfur dioxide,6.9719818333333343
2003,Rhode Island,Sulfur dioxide,6.9715156249999994
2006,Missouri,Sulfur dioxide,6.969757790322582
2019,Kansas,Nitrogen dioxide (NO2),6.9691515000000006
2008,Indiana,Sulfur dioxide,6.9627945312500019
2010,West Virginia,Sulfur dioxide,6.9599783333333356
2011,South Dakota,PM2.5 - Local Conditions,6.9559175119047589
2009,Colorado,PM2.5 - Local Conditions,6.9553038913043519
2009,Vermont,PM2.5 - Local Conditions,6.9534905999999994
2020,Connecticut,PM2.5 - Local Conditions,6.9521250808080772
2003,New Jersey,Sulfur dioxide,6.9502046250000022
1994,Florida,Sulfur dioxide,6.9498249655172417
1994,Texas,Sulfur dioxide,6.9451496486486493
2020,Delaware,PM2.5 - Local Conditions,6.9401419014084524
2020,Kansas,Nitrogen dioxide (NO2),6.9400663
2016,Nebraska,PM2.5 - Local Conditions,6.9378503552631594
2018,New York,PM2.5 - Local Conditions,6.9377273020833305
2014,Florida,PM2.5 - Local Conditions,6.93695544354839
2009,Missouri,Sulfur dioxide,6.933562833333335
1988,Iowa,Nitrogen dioxide (NO2),6.9333335
2021,South Dakota,Nitrogen dioxide (NO2),6.928696200000001
2005,Canada,Nitrogen dioxide (NO2),6.9272304999999994
2013,New Hampshire,PM2.5 - Local Conditions,6.9245945185185178
